사업비용,사업시작일,사업종료일,사업개요,추진경위
204116,2009-10-15,2013-12-31," ○ 사업내용 : 영주댐 건설로 수몰되는 중앙선 문수~마사간 철도이설     이설구간 : 문수~마사역간 11.97㎞, 수몰구간 : 영주시 평은면     용혈리~강동리 3.23㎞ ○ 사업기간 : 2009 ～ 2013 ○ 총사업비 : 2,576억원(수탁 2,041 : 단선건설비,                                 국고 535 : 복선노반비) ○ 사업시행방식 : 수탁사업, 턴키공사(노반, 궤도, 건축, 전기)   ※ 도담~영천 복선전철사업(‘10~’19 ‘11년 기본계획수립)이 추진       됨에 따라 매몰비(약700억원)를 감안하여 기존 단선→복선으로       건설    (시설계획) ○ 노선연장 : 단선 11.97㎞ → 10.42㎞ (△1.55㎞ ,노반 복선,    궤도,전기 단선, 비전철) ○ 설계속도 : 250㎞/h 궤도중심간격 4.3m 최소곡선반경 4,000m ○ 역기능 조정 : 평은역(양회, 자갈화물 취급) → 폐쇄                       옹천역(여객취급)→무인신호장(대피, 교행)으로 변경 ○ 노반  : 토공2.05㎞, 교량 4개소 1.12㎞, 터널 2개소 7.25㎞ ○ 궤도  : 콘크리트도상 9.0㎞, 자갈도상 2.9㎞ ○ 건축  : 1개소(옹천), 시스템: 전기, 신호, 통신설비 1식"," ○ ‘09. 6     : 영주다목적댐 건설기본계획 고시  ○ ‘09.11~’10.7: 기술조사  ○ ’10. 7. 5   : 기본계획 고시(국토부)  ○ ‘10. 8.30   : 위.수탁 협약체결(공단↔수자원)  ○ ’10. 9. 7   : 턴키공사 입찰공고(7.26 대형공사입찰방법 심의)  ○ ‘10.12. 7  : 기본설계 완료   ○ ’10.12.28   : 실시설계 적격자선정  ○ ’11. 6. 1   : 현장사무실 신축완료 및 입주  ○ ’11. 6. 1   : 사업실시계획 승인요청(공단→국토부, 7월말 승인)  ○ ’11. 6.22   : 실시설계 적격심의  ○ ’11. 7.29   : 사업실시계획 승인 예정  ○ ’11. 7.29   : 공사계약, 착공(23개월)  ○ ‘11. 3.  3  : 지표조사 완료  ○ ‘11. 8. 29  : 발굴허가 신청(문화재청)  ○ ‘11.10. 4~ : 발굴착수(2개월 소요)  ○ '11.9.30    : 문수1교 하천점용(지방하천)허가완료  ○ '11.9.30    : 문수2교 하천점용 (국가하천)허가완료  ○ '11.7.26    : 문수터널, 북후터널 산지전용 허가완료  ○ '11.06.16   : 업무추진 지시  ○ '11.09.06   : 품질조정회의 개최  ○ '11.09.09   : 생태계보전협력금 납부  ○ '11.08.31   : 실시설계보고회 개최  ○ '11.08.29   : 환경영향평가 대상사업 착공 통보서 제출  ○ '11.08.25   : 비점오염원 설치신고  ○ '11.08.29   : 문화재 유물산포지 허가신청서 보완통보(문화재청)   ○ '11.09.21  : 지급자재(레미콘 등)수급방안 수립  ○ '11.09.21   : 건설폐기물처리용역 분리발주방안 수립  ○ '11.09.21   : 사후환경조사용역 시행방안 수립  ○ '11.09.23   : 공정 특별관리방안 수립  ○ '11.10.07   : 건설폐기물처리용역 계약요청  ○ '11.10.07   : 사후환경조사용역 계약요청  ○ '12.01.31   : 제2차 공사착공 "
117909,2006-01-01,2019-12-31," ○ 사업목적 : 통합방위법에 의거 전평시 철도시설의 방호 및 안전                     운행을 위해 국가중요시설 방호경비  ○ 사업내용      - 법적근거 : 통합방위법 제15조의2 및 대통령훈령 제28호       (통합방위지침)     - 사업규모 : 16개소(관제소 2개소, 터널 2개소, 교량 12개소)운영  ○ 사업기간 : 2006년 ～ 계속사업  ○ 사업조건 : 출연(국고 100%)  ○ 사업시행주체 : 한국철도시설공단  ○ 국가중요시설방호예산 집행계획 : 9,822백만원 (2012년 예산)     * 인건비(연봉, 성과금, 법정 부담금, 퇴직충당금 포함):9,396백만원       - 청원경찰 :  11명 × 78,545천원 ≒   864백만원       - 특수경비 : 320명 × 28,859천원 ≒ 8,532백만원     * 부대경비 : 426백만원       - 청원경찰 :  11명분 197백만원(부가가치세 포함)       - 특수경비 : 320명분 229백만원 "," ○ 2003.  6 : 철도구조개혁에 따라 시설 및 운영자산 분리  ○ 2004. 11 : 국가중요시설방호 운영주체 결정                   -시설주인 국가(철도공단)에서 직접 운영  ○ 2005.  1 : 한국철도시설공단 직접 운영                 - 철도공단 : 13개소 외주, 철도공사 : 5개소 청원경찰  운영  ○ 2006. 12 : 구로통합관제실 건립으로 철도공사 5개소 폐쇄  ○ 2012. 1  : 14개소 철도공단 외주, 철도교통관제센터 외 1개소                    철도공사 위 수탁계약에 의해 운영 "
13000,2006-01-01,2006-12-31,   ○ 사업내용 :  대구선 철도이설에 따른 화물중계역 건설사업비                        국고 지원    ○ 사업기간 :  2006~2007년    ○ 총사업비 :  130억원    ○ 사업효과 :  대구선 철도이설사업 국고지원으로 원활한 사업 추진 ,   ○ 화물중계역 검수설비 신설 설계   ○ 대구선 3공구 잔여사업 추진
4782,2006-01-01,2010-12-31," - 사업내용 : 원주-강릉간 112.1km 복선전철 - 사업기간 : 1997~2010년 - 총사업비 : 1조8,652억원('96년 타당성조사 기준) - 사업효과 : 국토의 균형발전측면에서 환동해권 개발                 수도권과 동해안권 직결운행으로 동,서축의 수송효율 증대                 강릉,태백 관광권의 접근성 향상 및 개발","  - '96.5 : 타당성조사(서울대공학연구소,18,652억원 BC 1.03)  - '97~'99 : 노반기본설계(150km 31,420억원, BC 1.09)  - '00.3~8 : 타당성검토(교통개발연구원, 27,378억원 BC 1.31)  - '03. 6~11 : 기술조사(총사업비 29,870억원, 118.7km)  - '04.12 ~ '07. 5월 현재 : 기본설계 중"
323828,2006-12-01,2015-12-31,○ 자기부상열차 실용화를 위한 7Km이내의 시범노선 건설      - 기본 및 실시설계 수행      - 기술보완 결과를 반영한 시범노선 건설      - 종합시운전 총괄      - 지자체 등 시범노선 운영기관에 이관,"- 04. 7 : 대통령주재 제51회 국정과제회의에서 국가기술혁신체계(NIS)             관련 자기부상열차를 포함한 30개과제 추wls 결정 - 04.12 : 국가연구개발 실용화사업 추진 기본방향 확정(국가위) - 05. 4 : 예비타당성조사(과기부) - 05. 5 : 우선 추진과제로 선정(제7회 과학기술관계장관회의) - 06.10.26 : 사업계획 확정(19회 과학기술관계장관회의) - 06.11.17 : ""도시형 자기부상열차 실용화사업"" 공"
35630,2004-02-01,2007-12-31,- 사업내용 : 인천국제공항 2단계구간 0.55km 복선철도 건설 - 필  요 성 : 인천국제공항 2단계 개통시기에 맞추어 공항활주로구간과                   병행시공되는 구간(0.55km) 동시시공으로 노선축 확보 - 사업기간 : 2004 - 2007 - 총사업비 : 356억원 - 사업효과 : 인천국제공항 활주로 구간내 인천공항철도 2단계 구간의                   노선축 사전확보로 향후 간섭사항 해소 - 투자계획 :   총소,"- '92.6.16         : 수도권 신공항건설 기본계획 확정 - '98.4-99.6      : 제2공항철도 타당성 조사(인천시, 교통개발연구원) - '02.11.27        : 인천국제공항 2단계 부지조성공사 - '04.8.12-12.31 : 활주로구간 노반 실시설계 - '05.7.11          : 노반 및 감리 착공(1차) - '05.10.14         : 실시계획 승인(건설교통부 고시 제 2005-319호) - '05.1"
112563,2004-11-01,2013-12-31,"- 사업기간 : 2004.11 ~ 2009.12 - 대지위치 : 대전시 동구 소제동 291-16외 20필지 - 대지면적 : 23,508㎡ (건축면적:9,108㎡) - 연 면 적  : 111,366㎡ (공단:55,946㎡, 철도공사:55,420㎡)                   ※지하층 : 38,654㎡, 지상층 : 72,712㎡ - 용 적 율  : 309.83% - 층     수  : 지하4층 지상28층 (2개동) - 최고높이 : 136.6 m - 주","  ○ ‘03.10.17  : 시설공단설립위원회 개최 (건교부)                      - 시설공단 사옥 위치 대전지역 잠정결정   ○ ‘04.05.12  : 철도공사설립위원회 개최 (건교부)                      - 대전역 구내에 공단, 공사 공동사옥 신축 추진   ○ ‘04.10.     : 공동사옥 건립위치 및 부지규모 협의                      (건교부, 철도청, 철도공단, 대전광역시)   ○ ´04.11.09  : 설계경기 시행공고   ○ ´04.12.01  : 청사 건립 대전시 지원협약 체결                      (공단, 대전시, 철도청)   ○ ´04.12.08  : 공단 청사건립 이사회 의결   ○ ´05.03.21  : 설계계약체결   ○ ´06.03.23  : 철도기관 공동사옥 건립 협약 체결(공단, 공사)   ○ ‘06.04.07  : 공단 사옥건립부지 무상사용 승인(건교부)                      - 공사 건립부지 현물출자 승인(재경부, ‘06. 7. 5)   ○ ´06.05.10  : 도시계획위원회 심의 완료   ○ ´06.05.19  : 건축심의완료   ○ ‘06.06.02  : 공유재산 유상사용 승인(대전시 동구청)   ○ ‘06.06.26  : 건축허가 완료(대전광역시장)   ○ ‘06.06.30  : 설계용역 준공   ○ ´06.08.07  : 지장수목 이식공사 착수   ○ ´06.09.25  : 폐기물처리용역 착수   ○ ´06.11.29  : 건축공사 계약체결     ○ ´06.12.01  : 청사건립 기공식, 건축공사 착공, 감리용역 착수   ○ ´07.02.10  : 토공사 시작   ○ ´07.04.02  : 전력설비 착공    ○ ´07.04.05  : 통신설비 착공   ○ ´07.05.30  : 기초골조(MAT기초) 콘크리트 최초 타설   ○ ´07.06.25  : 타워크레인 완성검사 완료   ○ ´07.07.25  : 토공사 완료   ○ ´07.07.27  : 철골 입주식   ○ ´07.12.13  : 지하층 골조공사 완료   ○ ´08.02.14  : 외장재 자문회의 시행(27,28일:직원 의견수렴)   ○ ´08.04.04  : TAB용역 착수   ○ ´08.06.02  : 외부 커튼월공사 착수(UNIT 설치)   ○ ´08.06.03          ~ 06.05  : 신사옥 인테리어및내장자재 선호도조사(공단 임직원) "
34000,2007-03-02,2010-12-31,"  □ 개 요  ○사업내용 : 경부선 병점차량기지역 신설  ○ 총사업비 : 340억(추정)  ○ 사업기간 : 2007년 ～ 2009년  ○ 사업목적 : 경부선 병점차량기지 주변(화성시 병점동, 능동일원)에                    대한 도시개발계획에 따른 지역주민 교통편의 증진  □ 추진경위  ○ '06. 04. 17 : 병점차량기지내 역사신설 건의(화성시→건교부)  ○ '06. 06. 15 : 역사신설 곤란 통보(건설교통부→화성시, 안병엽                 의원실, 철도공사, 시설공단)  ○ '06. 12. 26 : 역사신설 2차 건의(화성시→건교부)  ○ '07. 01. 11 : 관련기관 회의(건교부주관 화성시, 공단, 공사)  ○ '07. 01. 16 : 관련기관 회의결과(역설치 합의로 타당성, 설계 등                   인허가 사항 년 말까지 신속처리 계획수립 지시)  ○ '07. 02. 27 : 협약안 이사회 의결  ○ '07. 03. 20 : 위수탁 협약안 체결(공단, 공사, 화성시)  ○ '07. 03. 29 : 화성시 수탁비 납부(1,000백만원)  ○ '07. 06. 22  : 교통영향평가 착수   ○ '07. 06. ～ '07. 08.  : 노반, 건축, 시스템 실시설계 착수  ○ '07. 09. 13  : 타당성 조사 결과 제출(서울대학교) ","□ '07년 주요사업 추진현황   ○ '07. 03. 20 : 위.수탁 협약안 체결(공단, 공사, 화성시)   ○ '07. 03. 29 : 화성시 수탁비 납부(1,000백만원)   ○ '07. 06. 22  : 교통영향평가 착수    ○ '07. 06. ～ '07. 08.  : 노반, 건축, 시스템 실시설계 착수   ○ '07. 09. 13  : 타당성 조사 결과 제출(서울대학교)    ○ '07.  9. ～ '07. 10. : 교통영향평가 협의   ○ '07. 11. 5   설계추진현황 설명 및 예산협의(화성시) □ '08년 주요사업 추진계획  ○ '08. 3. ～ '08.  5.    사업실시계획 승인요청  ○ '08.  4.30              노반, 건축 실시설계 준공  ○ '08.  6.                 노반(건축포함), 시스템분야 공사 계약요청       ○ '08.  8. ～ '09.  7.    노반, 건축, 궤도, 시스템 공사 시행 "
304620,2007-04-03,2020-12-31,    가. 사업내용      - 수인선6 금기(현)44.920의 인천 세관창고 해체 및 이전복원공사    나. 사업기간      - 사업기간 : 2012.1~2012.12월      다. 총사업비 : 440백만원(수탁사업비)    라. 사업효과      - 국제여객터미널정거장 외부츨입구(#5) 및 환기구에 저촉되는        세관창고 이전,"      - ‘10.12.28 : 세관창고 보존대책 방안 제출 요구(인천시→공단)      - ‘11. 3.25 : 인천세관창고 보존 복원사업 결정(인천시)      - ‘11. 4.15 : 인천세관창고 복원사업비 부담 결정(인천시, 공단)      - ‘11.12.28 : 인천세관창고 복원 수타사업비 납부(인천시→공단)      - ‘12. 1. 6 : 인천세관창고 복원사업비 납부 통지(인천시→공단) "
470357,2010-01-04,2019-12-30," ㅇ 사업내용 : 경원선 동두천～연천 복선전철 건설사업  ㅇ 사업목적    - 서울시와 경기 북부 지역의 대용량 광역교통수요에 대처    - 현재 소요산까지 운행하고 있는 경원선 수도권 전철을 연천까지       연장    - 향후 신탄리～철원과의 연계를 통한 대륙철도 연계 대비  ㅇ 사업기간 : 2010～2021  ㅇ 사업연장 : L=20.8km  ㅇ 설계속도 : 200km/h  ㅇ 총사업비 : 4,703억원(복선전제 단선)  ㅇ 시설규모 : 복선전제 단선(용지 복선, 구축물 단선)  ", ㅇ 2006. 1 : 제4차 국토종합계획 수정계획 및 국가철도망                   구축계획 에 반영  ㅇ 2007.12 : 국가기간교통망 수정계획에 반영  ㅇ 2009. 8 : 예비타당성조사 (B/C 0.89)   ㅇ 2010. 3 : 타당성조사 및 기본계획 착수  ㅇ 2011. 4 : 제2차 국가철도망국축계획에 반영  ㅇ 2011. 7 : 기본계획(안) 관계기관 협의   ㅇ 2011.10 : 총사업비 심의  ㅇ 2011.11 : 기본계획고시  ㅇ 2012. 3 ~2014.4 : 기타공사 노반 기본 및 실시설계용역 시행  ㅇ 2014. 6 : 총사업비 심의 완료  ㅇ 2014. 9 : 사업실시계획 승인  ㅇ 2014. 9 : 노반공사 2개공구 계약   ㅇ 2014. 10 : 노반공사 공사 착수  ㅇ 2017. 9 : 궤도공사 계약완료  ㅇ 2017.10 : 교량화 변경설계 심사 완료  ㅇ 2018.06 : 교량화 변경설계 관련 설계변경승인   ㅇ 2018.10 : 3차 사업실시계획 변경고시  ㅇ 2019.11 : 6차 공사 시행중  
22356,2007-01-02,2010-04-30,"- 사업내용 : 경부선 당정역사(가칭) 신설 - 사업기간 : 2006~2009년 - 총사업비 : 15,700백만원 - 사업목적 : 군포시 기 입주민의 교통편의 및 당정지구 등의 택지개발                   촉진을 위해 당정역사 신설 - 추진경위 :      . 05.12 ~06. 2  역신설 타당성 조사(서울대 공학연구소)     . 06. 3. 2         역신설 건의(군포시-건설교통부)     . 06. 4. 7         사업","ㅇ '07년 주요사업 추진현황   - '07. 04. 19 : 교통영향평가 착수    - '07. 05. 10 : 노반실시설계 기타용역 착수              (사전재해영향성, 환경성검토, 사업실시계획 협의 포함)   - '07. 06. ~ 08. 4 : 건축 및 시스템분야 실시설계 착수   - '07. 12. ~ 08. 2 : 노반분야 설계 중지 이월                             (당정역광장부 공원화 반영) ㅇ '08년 주요사업 추진계획   - '08. 3. 10 건축신설 기타공사 발주(노반포함)   - '08. 3. 4  감리용역 발주   - '08. 5. 13 건물 신축 기타공사 계약   - '08. 5. 16 당정역 기공식 "
