계약명,계약차수,공정년월,월공정계획율(퍼센트),월공정실적율(퍼센트),보고번호,계약체결일자,계약금액(원),착공일자,준공일자
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-10-01,91.07,90.6,3002708,2011-07-01,384900000,2011-04-07,2011-12-02
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-11-01,99.25,98.03,3002707,2011-07-01,384900000,2011-04-07,2011-12-02
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-06-01,27.55,26.87,3002706,2011-07-01,384900000,2011-04-07,2011-12-02
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-09-01,85.95,81.51,3002705,2011-07-01,384900000,2011-04-07,2011-12-02
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-05-01,16.65,16.48,3002704,2011-07-01,384900000,2011-04-07,2011-12-02
목포항 대불부두 등 정밀점검 및 정밀안전진단용역,1,2011-08-01,67.93,67.79,3002703,2011-07-01,384900000,2011-04-07,2011-12-02
목포항 진입항로 준설공사 환경영향조사용역,2,2012-08-01,51,51,3002702,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-04-01,5.5,5.5,3002701,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-07-01,37,37,3002700,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-06-01,30,30,3002699,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-11-01,75.5,82.5,3002698,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-05-01,9,19.5,3002697,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-10-01,68.5,68.5,3002696,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,2,2012-09-01,61.5,61.5,3002695,2012-04-09,47800000,2012-04-10,2012-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-07-01,0.5,0.5,3002694,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-10-01,69.3,69.3,3002693,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-06-01,39.6,39.6,3002692,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-11-01,85.8,85.8,3002691,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-05-01,26.4,26.4,3002690,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-04-01,9.9,9.9,3002689,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-09-01,69.3,69.3,3002688,2011-07-08,71704000,2011-04-13,2011-12-28
목포항 진입항로 준설공사 환경영향조사용역,1,2011-08-01,56.1,56.1,3002687,2011-07-08,71704000,2011-04-13,2011-12-28
2011 목포항 진입항로 준설공사,1,2011-11-01,87.1,99.44,3002686,2011-08-11,4077410000,2011-03-30,2012-07-13
목포남항 관공선 등 계류시설 기본 및 실시설계용역,1,2011-06-01,35.5,35,3002685,2011-11-16,639692000,2011-03-23,2011-12-28
목포남항 관공선 등 계류시설 기본 및 실시설계용역,1,2011-09-01,80,80,3002684,2011-11-16,639692000,2011-03-23,2011-12-28
목포남항 관공선 등 계류시설 기본 및 실시설계용역,1,2011-03-01,1,1,3002683,2011-11-16,639692000,2011-03-23,2011-12-28
목포남항 관공선 등 계류시설 기본 및 실시설계용역,1,2011-07-01,45.5,50,3002682,2011-11-16,639692000,2011-03-23,2011-12-28
목포북항 배후부지 조성사업 환경영향조사용역,1,2010-10-01,0.74,0.4,3002681,2010-04-06,176100000,2010-04-08,2010-12-14
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-08-01,66,66,3002680,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-07-01,58,58,3002679,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-04-01,32,32,3002678,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-03-01,24,24,3002677,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-06-01,50,50,3002676,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-11-01,90,90,3002675,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-02-01,16,16,3002674,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-01-01,8,8,3002673,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-10-01,82,82,3002672,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-05-01,40,40,3002671,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,5,2012-09-01,74,74,3002670,2012-01-17,24801300,2012-01-20,2012-12-28
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,4,2011-07-01,58,58,3002669,2011-01-17,24801000,2011-01-20,2011-12-15
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,4,2011-06-01,50,50,3002668,2011-01-17,24801000,2011-01-20,2011-12-15
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,4,2011-10-01,82,82,3002667,2011-01-17,24801000,2011-01-20,2011-12-15
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,4,2011-11-01,90,90,3002666,2011-01-17,24801000,2011-01-20,2011-12-15
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,4,2011-09-01,74,74,3002665,2011-01-17,24801000,2011-01-20,2011-12-15
목포항 대불부두(2-1단계)항만시설사업 환경영향조사용역,4,2011-08-01,66,66,3002664,2011-01-17,24801000,2011-01-20,2011-12-15
목포북항 물양장 축조 및 기타공사 환경영향조사용역,2,2011-07-01,50,50,3002653,2011-01-17,28000000,2011-01-19,2011-12-14
목포북항 물양장 축조 및 기타공사 환경영향조사용역,2,2011-06-01,50,50,3002652,2011-01-17,28000000,2011-01-19,2011-12-14
목포북항 물양장 축조 및 기타공사 환경영향조사용역,2,2011-10-01,70,70,3002651,2011-01-17,28000000,2011-01-19,2011-12-14
목포북항 물양장 축조 및 기타공사 환경영향조사용역,2,2011-11-01,90,90,3002650,2011-01-17,28000000,2011-01-19,2011-12-14
목포북항 물양장 축조 및 기타공사 환경영향조사용역,2,2011-09-01,50,50,3002649,2011-01-17,28000000,2011-01-19,2011-12-14
목포북항 물양장 축조 및 기타공사 환경영향조사용역,2,2011-08-01,50,50,3002648,2011-01-17,28000000,2011-01-19,2011-12-14
목포북항 배후부지 기본 및 실시설계용역,1,2010-12-01,14.5,6.2,3002647,2010-03-17,666800000,2010-03-17,2011-03-11
목포북항 배후부지 기본 및 실시설계용역,1,2010-11-01,9.8,6.2,3002646,2010-03-17,666800000,2010-03-17,2011-03-11
목포북항 배후부지 기본 및 실시설계용역,1,2010-10-01,6.7,7.7,3002645,2010-03-17,666800000,2010-03-17,2011-03-11
목포북항 배후부지 기본 및 실시설계용역,1,2010-08-01,13,14.2,3002644,2010-03-17,666800000,2010-03-17,2011-03-11
목포북항 배후부지 기본 및 실시설계용역,1,2010-07-01,16.2,15.2,3002643,2010-03-17,666800000,2010-03-17,2011-03-11
목포항 대불부두 상부보강 및 기타공사 실시설계 용역,1,2009-07-01,85.96,85.96,3002635,2009-03-13,422000000,2009-03-19,2009-09-19
목포항 대불부두 상부보강 및 기타공사 실시설계 용역,1,2009-06-01,73.56,73.56,3002634,2009-03-13,422000000,2009-03-19,2009-09-19
목포항 대불부두 상부보강 및 기타공사 실시설계 용역,1,2009-05-01,58.01,58.01,3002633,2009-03-13,422000000,2009-03-19,2009-09-19
목포항 대불부두 상부보강 및 기타공사 실시설계 용역,1,2009-08-01,98.7,98.7,3002632,2009-03-13,422000000,2009-03-19,2009-09-19
목포항 대불부두 상부보강 및 기타공사 실시설계 용역,1,2009-04-01,39.18,39.18,3002631,2009-03-13,422000000,2009-03-19,2009-09-19
목포항 대불부두 상부보강 및 기타공사 실시설계 용역,1,2009-03-01,5.9,5.9,3002630,2009-03-13,422000000,2009-03-19,2009-09-19
항만공사용 자재창고 신축공사,1,2007-09-01,0,0,3002629,2007-08-21,152999000,2007-08-24,2007-11-22
목포항유지준설공사,1,2007-10-01,0,0,3002628,2007-12-05,1800000000,2007-08-27,2008-05-23
항만공사용 자재창고 신축 실시설계 용역,1,2007-05-01,50,50,3002627,2007-05-02,14275920,2007-05-03,2007-07-02
목포항 경관조명 조명기구 구매설치,1,2007-02-01,47.16,58.95,3002626,2006-12-27,1179000000,2006-12-29,2007-05-26
목포항 경관조명 조명기구 구매설치,1,2007-03-01,70.74,58.95,3002625,2006-12-27,1179000000,2006-12-29,2007-05-26
목포항 연락제 및 구석탄물양장 보수공사,1,2007-08-01,0,0,3002624,2007-05-30,1049058000,2007-06-04,2007-12-01
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-07-01,40,40,3002623,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-11-01,95,95,3002622,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-12-01,95,95,3002621,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-10-01,78.5,66,3002620,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-06-01,36,36,3002619,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-05-01,33,33,3002618,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-04-01,4,4,3002617,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-09-01,61,62,3002616,2011-02-22,100000000,2011-02-24,2011-12-20
목포항 해경어업지도선부두 축조사업 환경영향조사용역(5차),5,2011-08-01,44,59,3002615,2011-02-22,100000000,2011-02-24,2011-12-20
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-11-01,85,85,3002614,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-10-01,75,75,3002613,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-08-01,60,60,3002612,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-09-01,70,70,3002611,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-07-01,50,50,3002610,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-02-01,10,10,3002609,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-04-01,25,25,3002608,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-03-01,20,20,3002607,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-05-01,35,35,3002606,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-06-01,45,45,3002605,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",4,2010-01-01,5,5,3002604,2010-01-15,100000000,2010-01-18,2010-12-13
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-10-01,85.11,85.11,3002603,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-11-01,92.56,92.56,3002602,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-12-01,100,100,3002601,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-06-01,53.19,53.19,3002600,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-07-01,58.51,58.51,3002599,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-08-01,72.34,72.34,3002598,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-09-01,79.79,79.79,3002597,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-05-01,45.74,45.74,3002596,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-04-01,38.29,38.29,3002595,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-03-01,32.97,32.97,3002594,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-02-01,20,20,3002593,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",3,2009-01-01,10,10,3002592,2009-01-19,100000000,2009-01-21,2009-12-17
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-11-01,85,85,3002591,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-08-01,60,60,3002590,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-09-01,70,70,3002589,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-10-01,75,75,3002588,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-04-01,25,25,3002587,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-05-01,35,35,3002586,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-06-01,45,45,3002585,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-07-01,50,50,3002584,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-02-01,10,10,3002583,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역",2,2008-03-01,20,20,3002582,2008-01-24,100000000,2008-01-29,2009-01-28
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역(1차분)",1,2007-10-01,11.75,11.75,3002581,2007-04-19,50000000,2007-04-24,2008-04-23
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역(1차분)",1,2007-09-01,10.5,10.5,3002580,2007-04-19,50000000,2007-04-24,2008-04-23
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역(1차분)",1,2007-08-01,8.75,8.75,3002579,2007-04-19,50000000,2007-04-24,2008-04-23
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역(1차분)",1,2007-07-01,5.5,5.5,3002578,2007-04-19,50000000,2007-04-24,2008-04-23
도장항건설공사 사후환경영향조사 용역,1,2006-05-01,33,33,3003326,2006-02-15,48751000,2006-02-21,2006-12-27
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역(1차분)",1,2007-04-01,0.75,0.75,3002577,2007-04-19,50000000,2007-04-24,2008-04-23
"목포항 해경,어업지도선 부두축조사업 환경영향조사용역(1차분)",1,2007-06-01,4.25,4.25,3002576,2007-04-19,50000000,2007-04-24,2008-04-23
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-11-01,93.83,93.83,3002575,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-10-01,86.16,86.16,3002574,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-09-01,78.23,78.23,3002573,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-08-01,70.52,70.52,3002572,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-07-01,62.59,62.59,3002571,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-06-01,54.65,54.65,3002570,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-05-01,46.95,46.95,3002569,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-04-01,37.96,37.96,3002568,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역",5,2010-03-01,29.22,29.22,3002567,2010-01-27,500000000,2010-01-28,2010-12-24
"목포항 해경,어업지도선부두축조공사 전면책임감리용역(4차)",4,2009-11-01,96.56,96.14,3002566,2008-12-31,520000000,2008-12-19,2009-12-14
"목포항 해경,어업지도선부두축조공사 전면책임감리용역(4차)",4,2009-09-01,81.53,79.24,3002565,2008-12-31,520000000,2008-12-19,2009-12-14
"목포항 해경,어업지도선부두축조공사 전면책임감리용역(4차)",4,2009-10-01,89.17,87.83,3002564,2008-12-31,520000000,2008-12-19,2009-12-14
"목포항 해경,어업지도선부두축조공사 전면책임감리용역(4차)",4,2009-07-01,66.5,62.34,3002563,2008-12-31,520000000,2008-12-19,2009-12-14
